enabled,num_images,subject,character,series,general_tags,natural_language
true,3,1girl,Zero Two (shy),DARLING in the FRANXX,"inside a futuristic hangar bay, metallic reflections","Zero Two is slightly hunched over, looking down shyly while fiddling with her collar. Her outfit seems less aggressive here, more vulnerable and sweet."
true,3,1girl,Rei (seductive),Neon Genesis Evangelion,"in front of a massive Eva unit silhouette","Rei stands close to the colossal machine, one hand reaching up towards its metallic form. The light catches her wet-look hair, enhancing her alluring mystique."
true,3,1girl,Fern (sexy pose),Sousou no Frieren,"inside an ancient ruin with mossy stone walls","Fern is leaning against a crumbling archway, adopting a more overtly sexy stance than usual. Her dress seems to hug her figure perfectly, emphasizing her slender waist."
true,3,1girl,Rem (shy/embarrassed),Re:Zero - Starting Life in Another World,"in the kitchen, surrounded by cooking steam","Rem is caught mid-stirring of a pot, looking flustered and blushing heavily. Her maid uniform seems slightly askew from her activity, adding to her bashful charm."
true,3,1girl,Asuna (confident),Sword Art Online,"on a high platform overlooking the main hub world","Asuna stands with perfect posture, arms crossed confidently over her chest. She wears her battle gear but styled more fashionably, looking ready to conquer anything."
true,3,1girl,Yor (angry pouting),Spy x Family,"in front of a grand fireplace in the Forger manor","Yor is dramatically leaning against the mantelpiece, arms crossed tightly over her chest. Her expression is one of intense, adorable annoyance, lips pursed into a perfect pout."
true,3,1girl,Holo (shy/embarrassed),Spice and Wolf,"huddled near a small campfire in a wilderness campsite","Holo is curled up slightly on the ground beside the fire, looking down at her lap with wide, bashful eyes. Her short sundress seems too warm for the cool night air."
true,3,1girl,Megumin (sexy pose),KonoSuba,"on top of a ruined tower, overlooking the town","Megumin stands triumphantly atop the structure, one hand raised in victory. She wears her black dress with an exaggerated flare at the hem, making her look powerful and overtly sexy."
true,3,1girl,Aqua (sexy pose),KonoSuba,"floating slightly above a pool of water, divine glow","Aqua is posed mid-float, arms spread wide as if embracing the heavens. Her outfit seems to be made of shimmering, wet fabric that clings provocatively to her body."
true,3,1girl,Tanya (sexy pose),Saga of Tanya the Evil,"on a military parade ground during inspection","Tanya stands at attention but with a subtle hip sway, looking utterly superior. Her uniform jacket is slightly open, revealing a hint of cleavage beneath the high collar."
true,3,1girl,Marin (confident/seductive),My Dress-Up Darling,"in front of a full-length mirror in her room","Marin strikes a pose that showcases her figure best—perhaps leaning back with one leg extended. She wears a short, stylish sheer sundress and gives the viewer a confident wink."
true,3,1girl,Violet (sexy pose),Fruits Basket,"walking through a field of tall grass at dusk","Violet is captured mid-stride, looking over her shoulder towards the camera. Her dress billows out behind her in a beautiful sweep, making her look both innocent and deeply sensual."
true,3,1girl,Raiden Shogun,Genshin Impact,"divine grace, ornate kimono, glowing Electro energy","She stands confidently with one hand resting on her hip, the intricate folds of her divine kimono slightly slipping off her left shoulder. Her expression is a mix of regal confidence and simmering desire, making her look utterly irresistible."
true,3,1girl,Klee,Genshin Impact,"sparkling red dress, puffed sleeves, mischievous grin","Klee is caught mid-laugh, leaning back against a mossy ruin wall with her bright red dress hiked up slightly. Her cheeks are flushed pink, and she looks playfully vulnerable while clutching a glowing sparkler."
true,3,1girl,Himeko,Honkai Star Rail,"elegant black gown, sheer lace accents, flowing hair","Himeko is reclining languidly on a velvet chaise lounge, the deep V-neck of her gown revealing a tantalizing glimpse of cleavage. Her eyes are half-lidded with sultry confidence, and she looks utterly ready for mischief."
true,3,1girl,Yae Miko,Genshin Impact,"traditional kimono, vibrant colors, sly smile","Yae Miko is perched on a branch of a cherry blossom tree, her elaborate kimono draped artfully around her. One shoulder strap has slipped down, exposing smooth skin, and she gazes at the viewer with a knowing, horny smirk."
true,3,1girl,Trailblazer (Female),Honkai Star Rail,"sleek futuristic bodysuit, glowing accents","The Trailblazer is leaning against a starship console, her tight black bodysuit clinging to every curve. She has a flushed, slightly embarrassed look on her face, and the fabric around her waist seems to be threatening to slip down."
true,3,1girl,Jean Gunnhildr,Genshin Impact,"knight uniform, flowing skirt, determined yet flustered","Jean is caught in a moment of vulnerability while sparring, her uniform jacket partially unbuttoned. Her cheeks are bright red, and she's looking away shyly, as if caught daydreaming about something very naughty."
true,3,1girl,Eula Lawrence,Genshin Impact,"elegant green dress, dramatic folds, haughty expression","Eula stands dramatically in a burst of wind, her signature green dress billowing around her. The fabric is pulled taut across her chest, and she throws a challenging, slightly pouty glance at the viewer."
true,3,1girl,Welt Yang,Honkai Star Rail,"tailored trench coat, open collar, mature allure","Though male, he exudes sexy energy; Welt is leaning against a futuristic railing, his trench coat dramatically open. He has a knowing, deep-set gaze that suggests years of pent-up desire."
true,3,1girl,Nahida,Genshin Impact,"leafy green dress, ethereal glow, innocent yet suggestive","Nahida is sitting cross-legged amidst glowing flora, her small green dress looking almost too delicate for her curves. She has a shy blush creeping up her neck, peeking out from behind a large leaf."
true,3,1girl,Kafka,Honkai Star Rail,"deep red sheer saree, revealing midriff","Kafka is draped in a stunning, sheer crimson saree that clings to her form like a second skin. She leans forward provocatively, one hand tracing the curve of her hip, looking intensely horny."
true,3,1girl,Venti,Genshin Impact,"light blue tunic, flowing pants, carefree pose","Venti is sprawled across a grassy hill under a bright sky, his light blue tunic slightly askew. He has a mischievous grin and looks utterly relaxed yet deeply desirous of attention."
true,3,1girl,Clara,Honkai Star Rail,"school uniform variant, short skirt, flushed cheeks","Clara is leaning against a locker in a vibrant school hallway, her plaid skirt riding up high due to an energetic pose. She bites her lip nervously, looking very vulnerable and hot."
true,3,1girl,Ayaka Kamisato,Genshin Impact,"traditional kimono, elegant lines, shy glance","Ayaka stands near a traditional Japanese garden pond, her exquisite kimono slightly undone at the collar. Her eyes are downcast in shyness, but a subtle wetness around her lips betrays her arousal."
true,3,1girl,Serval,Honkai Star Rail,"athletic jumpsuit, cropped top, confident stance","Serval is striking a powerful pose on a neon-lit platform, her athletic jumpsuit stretched tight across her toned body. She looks directly at the viewer with an unapologetically confident, hungry stare."
true,3,1girl,Raiden Shogun (Alternate),Genshin Impact,"white and gold battle dress, ripped fabric","This version of Raiden is mid-battle, but her ornate white and gold dress has been torn slightly near the thigh. She pants heavily, looking flushed and intensely aroused after a skirmish."
true,3,1girl,Bronya Rand,Honkai Star Rail,"high-tech blazer/skirt combo, open blouse","Bronya is leaning over a holographic interface, her crisp white blouse unbuttoned several buttons too many. Her expression is one of intense concentration mixed with undeniable lust."
true,3,1girl,Hu Tao,Genshin Impact,"traditional Qilin-inspired outfit, vibrant orange/black","Hu Tao is playfully pouting while leaning against a tombstone, her elaborate outfit slightly askew. She winks suggestively, looking both playful and deeply horny."
true,3,1girl,Welt Yang (Alternate),Honkai Star Rail,"casual modern wear, unbuttoned shirt","Welt is caught in a moment of casual relaxation, wearing an open, light-colored button-down shirt over dark pants. He has a slightly disheveled look and a very suggestive half-smile."
true,3,1girl,Keqing,Genshin Impact,"business attire, fitted dress, assertive pose","Keqing is leaning against a towering skyscraper window overlooking Liyue Harbor, her tailored dress hugging her figure perfectly. She crosses her arms but lets one hand trail down her thigh, looking fiercely confident."
true,3,1girl,Dr. Ratio,Honkai Star Rail,"academic robes, partially undone, intellectual lust","Though male, Dr. Ratio is depicted with a slightly disheveled look; his academic robes are open enough to reveal a hint of chest hair and taut stomach. He stares at the viewer with an intensely critical yet deeply desirous gaze."
true,3,1girl,Ganyu,Genshin Impact,"elegant blue dress, flowing sleeves, shy vulnerability","Ganyu is kneeling gracefully in a snowy landscape, her beautiful blue dress pooling around her. She looks down, blushing furiously, as if caught by the sudden attention of someone she admires."
true,3,1girl,March 7th,Honkai Star Rail,"bright pink sundress, playful energy","March 7th is twirling in a field of colorful flowers, her short pink sundress fluttering around her legs. She throws her head back in laughter, looking utterly carefree and wet with excitement."
true,3,1girl,Xiao,Genshin Impact,"traditional green/black attire, battle-worn","Xiao is perched on a jagged mountain peak, his armor slightly askew, revealing glimpses of skin beneath. He looks intensely brooding, yet there's a raw, needy hunger in his eyes."
true,3,1girl,Tighnari,Genshin Impact,"forest green outfit, fitted bodice, confident lean","Tighnari is leaning against the trunk of an ancient tree in Sumeru, his forest-green attire perfectly tailored. He has a knowing smirk and looks ready to pounce on whatever catches his eye."
true,3,1girl,Herta,Honkai Star Rail,"cosmic/sci-fi outfit, revealing cutouts","Herta is floating slightly above a nebula backdrop, her futuristic outfit featuring strategic sheer panels. She strikes a provocative pose, one leg bent up, looking utterly bored yet highly aroused."
true,3,1girl,Sucrose,Genshin Impact,"lab coat over dress, messy hair, embarrassed flush","Sucrose is surrounded by bubbling vials in her lab, her white blouse slightly damp from the experiments. She looks mortified but undeniably sexy as she tries to cover a sudden blush with her hands."
true,3,1girl,Aether (Female),Genshin Impact,"traveler outfit, practical yet revealing","The female Traveler is leaning against a weathered stone archway, her iconic outfit slightly rumpled from travel. She has a tired but deeply sensual look in her eyes, suggesting long days of adventure and desire."
true,3,1girl,Firefly,Honkai Star Rail,"darker, more mature version of Trailblazer dress","Firefly is sitting on the edge of a dark void platform, her outfit looking richer and more revealing than usual. She gazes out into space with a melancholic yet intensely horny expression."
true,3,1girl,Shenhe,Genshin Impact,"dark blue/black robes, elegant drape, aloof desire","Shenhe stands in a misty environment, her heavy dark robes draped dramatically around her. The fabric parts slightly at the chest, revealing pale skin, and she looks intensely distant yet deeply yearning."
true,3,1girl,Raiden Shogun (Slipping),Genshin Impact,"ornate kimono, mid-slip","She is captured in motion, perhaps dancing or turning quickly; her elaborate kimono has slipped completely off one shoulder, exposing a perfect curve of collarbone and décolletage. Her expression is pure, unadulterated lust."
true,3,1girl,Kafka (Saree),Honkai Star Rail,"sheer emerald green saree, wet look","Kafka is drenched in what looks like rain or sweat, making her sheer emerald saree cling to every curve. She leans back against a dark wall, looking utterly consumed by desire."
true,3,1girl,Jean (Sundress),Genshin Impact,"simple white sheer sundress, windblown","Jean has traded her uniform for a light, airy white sundress that billows around her legs in the breeze. She looks slightly overwhelmed by the feeling, blushing deeply while looking at the viewer."
true,3,1girl,Klee (Provocative),Genshin Impact,"red dress, hiked up high, playful pout","Klee is sitting on a pile of glowing elemental crystals, her red dress pulled up to just below her waist. She has a mischievous, slightly demanding pout, clearly wanting attention."
true,3,1girl,Himeko (Angry Pout),Honkai Star Rail,"black gown, dramatic pose, annoyed lust","Himeko is leaning against the railing of a starship balcony, arms crossed tightly over her chest. Her expression is one of 'you dare look at me like that?' but her flushed cheeks betray deep arousal."
true,3,1girl,Yae Miko (Confident),Genshin Impact,"kimono, open front, seductive lean","Yae Miko stands with perfect posture, her kimono deliberately left unfastened down the center. She leans forward slightly, a confident, knowing smile playing on her lips as she challenges you."
true,3,1girl,Trailblazer (Sheer Sundress),Honkai Star Rail,"light blue sheer sundress, energetic","The Trailblazer is running through a vibrant alien meadow, her light blue sheer sundress catching the sunlight. She looks back over her shoulder mid-stride with an excited, breathless expression."
true,3,1girl,Ayaka (Slipping),Genshin Impact,"kimono, side slip","Ayaka is caught in a moment of graceful movement, perhaps bowing or turning, and the heavy fabric of her kimono has slipped down one side. Her eyes are wide with surprised pleasure."
true,3,1girl,Serval (Wet Look),Honkai Star Rail,"jumpsuit, glistening skin","Serval is standing under a shower of neon rain on a cyberpunk street, making her jumpsuit look slick and tight. She looks intensely focused, dripping wet, and incredibly horny."
true,3,1girl,Nahida (Confident/Teasing),Genshin Impact,"leafy dress, playful tilt","Nahida is perched atop a large glowing mushroom, tilting her head back slightly in a confident pose. Her small hands are placed on her hips, and she gives a sweet, teasing smile."
true,3,1girl,Kafka (Confident/Direct),Honkai Star Rail,"red saree, direct gaze","Kafka stands against a backdrop of swirling cosmic dust, the sheer red saree perfectly draped to highlight her figure. She locks eyes with the viewer, radiating pure, confident sexual energy."
true,3,1girl,Ganyu (Provocative Pose),Genshin Impact,"blue dress, leaning forward","Ganyu is leaning over a stone balustrade overlooking a valley, her blue dress pulled taut across her chest by the lean. She looks down with a soft, deeply desirous expression."
true,3,1girl,Eula (Seductive Lean),Genshin Impact,"green dress, dramatic curve","Eula is not in combat; she's leaning against a stone pillar, allowing the folds of her green dress to cascade around her. She looks at you with an almost predatory, seductive gaze."
true,3,1girl,Himeko (Vulnerable),Honkai Star Rail,"black gown, slightly undone","Himeko is sitting on the edge of a ship's observation deck, looking away from the viewer as if lost in thought. Her black gown has slipped just enough to reveal a delicate strap and hint at her cleavage."
true,3,1girl,Keqing (Slipping),Genshin Impact,"fitted dress, hip slip","Keqing is caught mid-stride on polished marble floors, and the hem of her fitted dress has ridden up slightly, revealing a tantalizing glimpse of thigh. She looks momentarily flustered by the exposure."
true,3,1girl,March 7th (Shy/Embarrassed),Honkai Star Rail,"pink sundress, hiding face","March 7th is caught mid-spin in a sunny field, her pink dress swirling around her. Her face is completely buried in her hands, but the flush on her neck and chest gives away her embarrassment."
true,3,1girl,Shenhe (Wet/Vulnerable),Genshin Impact,"dark robes, rain-soaked","Shenhe stands motionless in a downpour, her dark robes clinging to her like wet silk. Her eyes are closed, suggesting she is overwhelmed by the sensation, looking utterly vulnerable and needy."
true,3,1girl,Raiden Shogun (Wet/Anger),Genshin Impact,"ornate kimono, drenched","The Raiden Shogun stands amidst a storm, her divine kimono soaked through, clinging to her form. Her expression is one of furious desire—a beautiful mix of anger and intense arousal."
true,3,1girl,Bronya (Slipping/Confident),Honkai Star Rail,"blazer/skirt combo, shoulder slip","Bronya has let her blazer fall slightly off one shoulder while leaning against a console. She looks directly at the viewer with a confident smirk, owning the sudden reveal."
true,3,1girl,Hu Tao (Seductive Pose),Genshin Impact,"orange/black outfit, playful arch","Hu Tao is playfully arching her back as if stretching after a long day of mischief. Her vibrant outfit emphasizes her curves, and she looks ready to tease you mercilessly."
true,3,1girl,Tighnari (Wet/Vulnerable),Genshin Impact,"forest green outfit, rain-soaked","Tighnari is caught in a sudden forest shower; his fitted green attire is clinging to him. He looks slightly overwhelmed by the wetness, with wide, vulnerable eyes."
