enabled,num_images,subject,character,series,general_tags,natural_language
true,3,1girl,Xiangling,Genshin Impact,"sheer sundress, kitchen, cooking, fire, sweat, pouting","Xiangling is in the middle of a cooking marathon at Wanmin Restaurant, her sheer sundress sticking to her skin from the heat of the woks. She has a cute, concentrated pout as she tastes a spicy new sauce that isn't quite right yet."
true,3,1girl,Sayu,Genshin Impact,"stylish saree, forest, hiding, sleepy, pouting, oversized saree","Sayu is trying to hide from her chores in an oversized, stylish saree that is far too big for her. she is curled up in a tree, pouting and looking incredibly sleepy as she tries to blend into the foliage."
true,3,1girl,Diona,Genshin Impact,"original outfit, cat's tail, mixing drinks, angry, pouting, shaking bottle","Diona is aggressively shaking a cocktail mixer at the Cat's Tail, her original outfit perfectly pressed. She has a furious pout on her face, determined to make the most disgusting drink ever to destroy the wine industry."
true,3,1girl,Yaoyao,Genshin Impact,"sheer sundress, field, gardening, basket, happy, smile","Yaoyao is working in a lush field of radishes, wearing a sheer, sunflower-patterned sundress. She is happily carrying a heavy basket of vegetables, her face glowing with a bright, innocent smile."
true,3,1girl,Mika,Genshin Impact,"stylish saree, snowy mountains, mapping, notebook, shy, cold","Mika is huddled over a map in a snowy valley, wearing a thick, stylishly wrapped saree for warmth. He looks shy and focused, his hands shaking slightly from the cold as he meticulously records the terrain."
true,3,1girl,Jeht,Genshin Impact,"sheer sundress, desert oasis, water gathering, jug, confident, looking at viewer","Jeht is gathering water at a desert oasis, wearing a sheer, light-colored sundress that reflects the shimmering water. She looks at the viewer with a confident, seasoned gaze, easily balancing a heavy clay jug on her shoulder."
true,3,1girl,Katheryne,Genshin Impact,"original outfit, adventurer's guild, sorting mail, serious, robotic, shoulder slip","Katheryne is working late at the Liyue branch, her original uniform slightly askew and slipping off her shoulder. She maintains a serious, robotic expression as she sorts through hundreds of commission requests with inhuman speed."
true,3,1girl,higuchi madoka,the idolmaster,"short saree, stylish saree, liyue harbor, carrying crates, sweat, shoulder slip, confident, smirk","Madoka is working at the Liyue docks wearing a vibrant silk saree that catches the golden hour light. One side of the fabric is slipping off her shoulder as she confidently carries a heavy wooden crate, looking at the viewer with a sharp, tired smirk."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, grand narukami shrine, sweeping, broom, angry, pouting, blushing, cherry blossoms","Madoka is forced to sweep the shrine steps after a lost bet, her original idol outfit looking out of place among the falling petals. She aggressively brushes away debris while pouting in deep embarrassment, her face flushed red as she glares at the ground."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, short dress, jade chamber, construction, holding blueprints, confident, windy","Madoka stands atop the Jade Chamber scaffolding in a breezy, sheer white sundress that flutters violently in the high-altitude wind. She gazes out over Liyue with a confident expression, holding a set of complex architectural blueprints tightly against her chest as she directs workers."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, mondstadt, fountain, cleaning, wet, shy, embarrassment","Madoka is helping clean the Mondstadt fountain while wearing an elegant teal saree that clings to her frame. She looks incredibly shy and embarrassed as the water splashes her dress, making the delicate fabric translucent while she tries to scrub the stone marble."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, shoulder slip, chasm, mining, pickaxe, looking at viewer, serious, sweat","Madoka is deep in the Chasm mines, her signature idol dress disheveled and slipping off one shoulder from the heavy exertion of swinging a pickaxe. She wipes sweat from her brow with the back of her hand, maintaining a sharp, focused gaze at the glowing crystals."
true,3,1girl,higuchi madoka,the idolmaster,"short saree, yuehai pavilion, sorting scrolls, tired, messy hair, shoulder slip","Madoka is buried under a mountain of paperwork at the Yuehai Pavilion, her stylish short saree slightly messy and slipping off her shoulder. She looks exhausted but dedicated, with a few stray hairs falling across her face as she meticulously sorts through ancient Liyue tax records."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, library, dusting, ladder, looking down, playful, confident","Madoka is perched on a library ladder in the Knights of Favonius headquarters, wearing a short, sheer violet sundress. She looks down at the viewer with a confident, knowing smirk while dusting the highest shelves, seemingly enjoying the height advantage."
true,3,1girl,higuchi madoka,the idolmaster,"short saree, dragonspine, ice carving, claymore, confident, cold, snowflakes","Madoka is seen in the snowy peaks of Dragonspine, wearing a heavy, intricately embroidered saree designed for the climate. She uses a heavy blade with elegant precision to carve a massive ice sculpture, looking confident and unbothered by the freezing wind biting at her skin."
true,3,1girl,higuchi madoka,the idolmaster,"shoulder slip, poisson, rebuilding, hammer, construction, pouting, smudged face","Madoka is working hard to rebuild the town of Poisson, her elegant dress smudged with soot and slipping off her shoulder as she swings a mallet. She has a cute, determined pout on her face, refusing to acknowledge the fatigue as she secures wooden planks."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, training grounds, sword practice, sweat, serious, hair tie","Madoka is engaged in intense sword drills in Fontaine, her original outfit damp with sweat and her movements sharp and rhythmic. She pauses to pull her hair back into a tie, looking incredibly serious and focused on mastering the foreign fencing style."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, mountain top, herb gathering, shy, looking down, floral pattern","Madoka wanders the misty peaks of Jueyun Karst gathering Qingxin flowers while wearing a sheer, floral-patterned sundress. She looks shy and contemplative, carefully placing the delicate herbs into her basket while avoiding eye contact with any passing travelers."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, alcor, deck scrubbing, wet, strong, confident, laughing","Madoka is assisting the crew of the Alcor in scrubbing the deck, wearing a practical but stylish crimson saree tied high at the waist. She is soaking wet and laughing at the absurdity of the task, her strong arms moving rhythmically as she works alongside the pirates."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, yae publishing house, editing, angry, pouting, messy desk","Madoka is surrounded by rejected manuscripts at the publishing house, her original dress slightly ruffled from hours of sitting. She has an annoyed pout on her face as she aggressively marks up a script with red ink, clearly hating the editorial work."
true,3,1girl,higuchi madoka,the idolmaster,"shoulder slip, desert, digging, ruins, sweaty skin, confident, looking at viewer","Madoka is excavating a half-buried ruin in the Sumeru desert, her top slipping off one shoulder from the heat and effort. She looks back at the viewer with a confident, rugged grin, her skin glistening with sweat under the harsh, unrelenting sun."
true,3,1girl,higuchi madoka,the idolmaster,"short saree, office, writing, serious, elegant, monochrome saree","Madoka sits in a dimly lit office in Fontaine, wearing a sharp, monochrome saree with elegant silver embroidery. She is focused on writing a formal report, her expression cold and serious as the quill scratches across the parchment."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, fontaine streets, flower shop, shy, embarrassed, blushing","Madoka is working a shift at a local flower shop in a fluffy, sheer blue sundress that catches the afternoon light. She looks incredibly embarrassed and is blushing deeply as she struggles to properly tie a ribbon around a complex floral arrangement."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, grand bazaar, stage setup, lifting, confident, smile","Madoka is helping the theater crew set up for a performance in Sumeru, her original idol outfit moving gracefully as she lifts heavy wooden props. She has a small, confident smile, showing a rare moment of genuine satisfaction in the physical labor."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, aru village, guarding, spear, confident, sunset","Madoka stands guard at the entrance of Aru Village during a sandstorm, her gold-trimmed saree wrapped tightly against the wind. She holds her spear with confident ease, her eyes scanning the horizon for any threats emerging from the dust."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, cathedral roof, night patrol, pouting, bored, gothic style","Madoka sits on the roof of the Favonius Cathedral in a short, sheer black sundress with gothic lace accents. She has a bored pout on her face, spinning a small dagger while she begrudgingly keeps watch over the sleeping city of Mondstadt."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, military camp, training, archery, sweat, focused","Madoka is practicing her archery at the Tenryou Commission camp, her original dress fitting tightly as she draws the heavy bow. Sweat beads on her forehead as she maintains perfect form, her focus entirely on the distant target in the rain."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, workshop, inventing, glasses, confident, smirk","Madoka is in a Fontaine workshop, wearing an elegant teal saree and a pair of brass-rimmed glasses. She is tinkering with a complex mechanical bird, looking at her handiwork with a confident and slightly smug smirk as the gears begin to turn."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, zapolyarny palace, walking, angry, pouting, snow","Madoka is marching through the frozen halls of the Snezhnayan palace, her voluminous original dress trailing behind her in the frost. She has a look of cold anger on her face, pouting as she reflects on a difficult task assigned by the Fatui."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, laboratory, brewing, steam, shy, messy hair","Madoka is working in a cramped alchemy laboratory, wearing a sheer, star-patterned sundress that is far too thin for the rising steam. She looks shy and frantic, trying to keep her notes dry while her hair starts to frizz from the intense humidity of the potions."
true,3,1girl,higuchi madoka,the idolmaster,"short saree, liyue streets, investigation, magnifying glass, confident, looking at viewer","Madoka is conducting a legal investigation in the Liyue backstreets, wearing a stylishly draped short saree that allows for easy movement. She holds a magnifying glass to a clue on the wall, looking at the viewer with a confident, sharp-witted grin."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, akademiya, writing, tired, sleep deprived, shoulder slip","Madoka is hunched over a desk in the Akademiya library, her original outfit slipping off her shoulder as she nearly nods off. She is desperately trying to finish a research paper, her eyes heavy with dark circles and a look of quiet, exhausted embarrassment."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, workshop, blacksmithing, sweat, confident, sparks","Madoka is in a blacksmith's workshop, wearing a sheer orange sundress that is protected by a heavy leather apron. She wipes sweat from her cheek with a confident smile, watching the sparks fly as she hammers a piece of glowing red iron."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, watatsumi island, strategic planning, map, serious, elegant","Madoka is overlooking a tactical map of Watatsumi Island, wearing a flowing blue saree that mimics the movement of the ocean waves. She looks deeply serious and elegant, her fingers tracing a path through the shoals as she calculates the next move for the resistance."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, cathedral, cleaning, bucket, happy, smile","Madoka is surprisingly humming a tune while mopping the floors of the Favonius Cathedral in her original idol outfit. She looks genuinely at peace with the simple work, giving a rare, warm smile to the empty pews as she cleans."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, garden, carrying logs, strong, confident, blush","Madoka is working in the Knights' garden, wearing a sheer white sundress that looks fragile against her surprising strength. She is effortlessly carrying a stack of heavy logs, her face blushing slightly as she realizes she's being watched by the other knights."
true,3,1girl,higuchi madoka,the idolmaster,"short saree, alchemy lab, glass tubes, shy, embarrassment, glowing liquid","Madoka is carefully mixing a glowing green concoction in a Sumeru lab, wearing a pale green short saree. She looks incredibly shy and embarrassed, her hands trembling slightly as the liquid begins to bubble and glow brighter than expected."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, wangsheng funeral parlor, digging, shovel, pouting, mischievous","Madoka is digging a fresh grave in the dead of night near Liyue, her original dress sleeves rolled up to her elbows. She has a mischievous pout on her face, clearly annoyed by the spooky atmosphere but determined to finish the job for the parlor."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, forest, scouting, bow, dramatic, confident","Madoka is scouting the Whispering Woods in a sheer, dark purple sundress with ruffled edges that catch the wind. She strikes a dramatic, confident pose with her bow drawn, looking for any signs of monsters threatening the Mondstadt border."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, desert ruins, puzzle solving, looking down, confident, smirk","Madoka is crouched in front of an ancient Sumeru mechanism, her stylishly draped saree collecting dust from the sandstone ruins. She has a confident smirk on her face, having clearly solved the complex logic puzzle that stumped the scholars for decades."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, inazuma city, paperwork, angry, pouting, ink stains","Madoka is sitting in a local teahouse in Inazuma, glaring at a stack of government forms with her original dress stained with ink. She has a deep, angry pout, her expression showing just how much she loathes the tedious administrative work of the commission."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, tea house, practicing, singing, elegant, shy","Madoka is practicing her vocal scales in a private room at Heyu Tea House, wearing a sheer, light pink sundress. She looks elegant and a bit shy, her hands clasped to her chest as she reaches a difficult high note while the tea steams beside her."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, stage, hammer, construction, sweaty, confident","Madoka is building a temporary stage by hand in Port Ormos, wearing a tough, stylish saree wrapped like a sarong for mobility. She is covered in sweat and sawdust, holding a hammer with a confident, rebellious grin as she secures the final beam."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, palace, counting mora, greedy, confident, smirk","Madoka is sitting in the Northland Bank, her original dress looking lavish against the cold stone interior. She is counting a massive pile of Mora with a greedy, confident smirk, clearly finding a strange joy in the financial management of the bank."
true,3,1girl,higuchi madoka,the idolmaster,"sheer sundress, fontaine streets, patrol, musket, serious, looking at viewer","Madoka is on a stealthy patrol through the streets of Fontaine in a sheer, dark red sundress that helps her blend into the twilight. She holds a heavy musket ready, looking at the viewer with a serious, no-nonsense expression that warns them to stay back."
true,3,1girl,higuchi madoka,the idolmaster,"stylish saree, stage, cleaning, bored, pouting, cat ears headband","Madoka is cleaning up magic props after a show, wearing a sleek, dark-colored saree that makes her movements look fluid. She has a bored pout on her face, and is wearing a silly cat-ear headband as part of the act's requirement, much to her chagrin."
true,3,1girl,higuchi madoka,the idolmaster,"original dress, fontaine, running, camera, sweaty, confident","Madoka is sprinting through the Court of Fontaine to catch a news scoop, her original idol dress flapping in the wind behind her. She is sweating from the run but looks confident, holding her camera steady as she prepares to snap a photo of a breaking event."
