enabled,num_images,subject,character,series,general_tags,natural_language
true,2,1girl,Bronya Rand (Wet/Shy),Honkai Star Rail,"uniform, damp blouse, embarrassed","Bronya is caught in a sudden downpour while studying, her white blouse clinging to her chest and shoulders. She quickly ducks her head, blushing deeply in embarrassment."
true,2,1girl,Nahida (Provocative/Confident),Genshin Impact,"forest attire, leaf motifs, bold","Nahida is sitting cross-legged amongst glowing moss, her forest dress slightly hiked up by the pose. She looks directly at the viewer with a confident, knowing glint in her eyes."
true,2,1girl,Welt Yang (Provocative/Wet),Honkai Star Rail,"suit, unbuttoned, intense","Welt is leaning against a futuristic pillar, his suit jacket open and shirt buttons undone. The fabric appears slightly damp, enhancing the intensity of his gaze."
true,2,1girl,Venti (Confident/Sultry),Genshin Impact,"bard attire, wind-swept, alluring","Venti is caught mid-song on a windy hill, his tunic billowing around him and revealing more chest. He looks at the viewer with an open, overtly horny expression."
true,2,1girl,Clara (Shy/Wet),Honkai Star Rail,"sundress, clinging, bashful","Clara is standing near a stream, her sheer sundress soaked through and sticking to her skin. She nervously twists a strand of wet hair around her finger, looking shyly away."
true,2,1girl,Ayaka Kamisato (Wet/Confident),Genshin Impact,"kimono, clinging fabric, powerful","Ayaka is standing on the edge of an icy pond, her kimono soaked and clinging to her form. She looks out over the water with a confident, alluring gaze."
true,2,1girl,Kafka (Provocative/Confident),Honkai Star Rail,"dress, high slit, dominant","Kafka stands in a spotlight, her sleek dress emphasizing every curve, especially the daring thigh-high slit. Her posture is dominant, radiating pure sexual confidence."
true,2,1girl,Ganyu (Confident/Sultry),Genshin Impact,"attire, sheer overlay, powerful","Ganyu stands tall amidst snowy peaks, her sheer outer layer catching the light and clinging to her form. She looks at the viewer with a confident, deeply sensual expression."
true,2,1girl,Serval (Provocative/Wet),Honkai Star Rail,"techwear, short shorts, teasing","Serval is leaning against a console panel, water dripping from her hair onto her tech-shorts. She playfully bats her eyelashes at the viewer."
true,2,1girl,Hu Tao (Confident/Sultry),Genshin Impact,"robes, open, playful","Hu Tao strikes a dynamic pose, holding one hand up to her chest where her robes are dramatically parted. Her grin is wide and overtly horny."
true,2,1girl,Raiden Shogun (Provocative/Confidant),Genshin Impact,"battle dress, armor slightly open, powerful","She stands in a dynamic combat stance, the plating on her battle dress intentionally left slightly open at the waist. Her expression is one of commanding, confident desire."
true,2,1girl,March 7th (Wet/Provocative),Honkai Star Rail,"casual outfit, soaked shorts, teasing","March is playfully posing in a puddle, her denim shorts clinging to her hips. She sticks her tongue out slightly while giving the viewer a cheeky, horny look."
true,2,1girl,Klee (Confident/Sultry),Genshin Impact,"adventure gear, short skirt, energetic","Klee stands confidently amidst flowers, her adventure skirt hiked up by her playful stance. Her cheeks are flushed with excitement, making her look irresistibly sexy."
true,2,1girl,Tighnari (Wet/Vulnerable),Genshin Impact,"ranger gear, damp shirt, bashful","Tighnari is leaning against a large fern, his ranger vest slightly open and damp. He looks down at the viewer with wide, vulnerable eyes, clearly flustered by the attention."
true,2,1girl,Dr. Ratio (Confident/Provocative),Honkai Star Rail,"academic wear, crisp shirt, intense","Dr. Ratio stands perfectly straight, but his gaze is anything but academic; it's intensely focused and demanding. His pristine white shirt seems to strain against his chest."
true,2,1girl,Xiao (Provocative/Confident),Genshin Impact,"warrior garb, cloak draped, alluring","Xiao has allowed his heavy cloak to drape around him in a way that accentuates the lean lines of his body. He looks out with a confident, brooding allure."
true,2,1girl,Furina (Shy/Wet),Genshin Impact,"hydro-dress, clinging, embarrassed","Furina is caught mid-splash on her watery stage, her dress completely soaked and clinging to her form. She throws her hands up in mock embarrassment while blushing intensely."
true,2,1girl,Shenhe (Provocative/Confident),Genshin Impact,"robes, open dramatically, powerful","Shenhe stands tall amidst swirling ice, allowing the heavy fabric of her robes to part dramatically down the front. Her expression is one of controlled, potent desire."
true,2,1girl,Aether (Female) (Shy/Wet),Genshin Impact,"traveler outfit, clinging, bashful","The female Aether is huddled slightly against a rock face in the rain, her clothes plastered to her body. She looks down at the ground, blushing deeply and shyly."
true,2,1girl,Herta (Confident/Provocative),Honkai Star Rail,"cosmic attire, sleek, dominant","Herta floats confidently near a holographic display, her cosmic dress perfectly fitted with strategic cutouts. She strikes a pose that screams 'look at me!'"
true,2,1girl,Ningguang (Provocative/Confident),Genshin Impact,"robes, high slit, powerful","Ningguang stands on the edge of a cloud bank, her magnificent robes split to reveal long legs and toned thighs. She looks down with an air of supreme, confident lust."
true,2,1girl,Raiden Shogun (Shy/Vulnerable),Genshin Impact,"divine kimono, slightly askew, bashful","She is caught in a moment of quiet contemplation, her divine kimono slipping just enough to reveal the curve of her hip. Her eyes are downcast, conveying deep shyness and vulnerability."
true,2,1girl,Keqing (Wet/Provocative),Genshin Impact,"qipao, clinging, teasing","Keqing is leaning over a railing overlooking a busy street, her qipao soaked through and clinging to her curves. She looks back with a playful, teasing expression."
true,2,1girl,Himeko (Confident/Provocative),Honkai Star Rail,"dress, open neck, alluring","Himeko is leaning against a bar, one hand running along the curve of her hip, drawing attention to the deep V-neckline. She meets the viewer's gaze with an overtly seductive look."
true,2,1girl,Yae Miko (Shy/Wet),Genshin Impact,"kimono, damp, embarrassed","Yae Miko is caught in a sudden drizzle while walking through Inazuma, her kimono clinging to her form. She quickly covers her chest with one hand, looking mortified yet secretly pleased."
true,2,1girl,Trailblazer (Confident/Provocative),Honkai Star Rail,"bodysuit, athletic, bold","The Trailblazer is striking a powerful, confident pose on the bridge of the Astral Express. Her bodysuit is perfectly fitted, emphasizing her toned physique and readiness for action."
true,2,1girl,Jean Gunnhildr (Wet/Provocative),Genshin Impact,"uniform, clinging, alluring","Jean stands in a light rain shower, her uniform clinging to her like wet fabric. The short skirt rides up slightly as she looks at the viewer with an inviting expression."
true,2,1girl,Eula Lawrence (Shy/Vulnerable),Genshin Impact,"gown, draped, bashful","Eula is sitting on a stone bench, allowing the heavy folds of her gown to pool around her. She keeps her gaze lowered, looking fragile and vulnerable despite her usual demeanor."
true,2,1girl,Bronya Rand (Confident/Provocative),Honkai Star Rail,"uniform, leaning back, teasing","Bronya is leaning against a console, legs slightly spread, allowing the short plaid skirt to ride up. She looks at the viewer with a confident, challenging smirk."
true,2,1girl,Nahida (Shy/Vulnerable),Genshin Impact,"forest attire, delicate, bashful","Nahida is nestled deep within glowing moss, her forest dress slightly askew. Her large eyes are wide and downcast, radiating sweet shyness and vulnerability."
true,2,1girl,Welt Yang (Confident/Provocative),Honkai Star Rail,"suit, open collar, commanding","Welt stands with his hands in his pockets, the top buttons of his suit jacket undone. He looks at the viewer with a calm but intensely commanding, horny gaze."
true,2,1girl,Venti (Shy/Confident),Genshin Impact,"bard attire, wind-swept, bashful","Venti is leaning against an ancient tree, letting the wind whip his tunic around him. He looks up at the viewer with a mix of shy embarrassment and playful confidence."
true,2,1girl,Clara (Provocative/Confident),Honkai Star Rail,"sundress, wet cling, bold","Clara is standing confidently in front of a vibrant cityscape backdrop, her sheer sundress clinging to every curve. She throws her head back slightly, owning the moment."
true,2,1girl,Ayaka Kamisato (Shy/Vulnerable),Genshin Impact,"kimono, delicate drape, bashful","Ayaka is standing near a shoji screen, allowing the soft fabric of her kimono to gently drape around her. She looks shyly towards the viewer, blushing softly."
true,2,1girl,Kafka (Wet/Confident),Honkai Star Rail,"dress, clinging, dominant","Kafka stands in a dramatic spotlight, her dress soaked through and clinging perfectly to her figure. She meets the viewer's gaze with an unshakeable, confident smirk."
true,2,1girl,Ganyu (Shy/Vulnerable),Genshin Impact,"attire, sheer overlay, bashful","Ganyu is partially hidden behind a pillar of ice, her sheer outer layer clinging to her form. She peeks out from behind it with wide, vulnerable eyes."
true,2,1girl,Serval (Confident/Provocative),Honkai Star Rail,"techwear, short shorts, bold","Serval stands confidently on a metallic platform, one hand resting on her hip. Her tech-shorts and cropped top are perfectly designed to showcase her athletic curves."
true,2,1girl,Hu Tao (Shy/Vulnerable),Genshin Impact,"robes, slightly open, bashful","Hu Tao is leaning against a tombstone, allowing the front of her robes to part just enough. She looks down at the ground with wide, embarrassed eyes, hiding her desire."
true,2,1girl,Raiden Shogun (Confident/Provocative),Genshin Impact,"battle dress, armor slightly open, commanding","She stands in a powerful stance on a battlefield, the plating of her battle dress intentionally left open at the waist. Her expression is one of absolute, confident command."
true,2,1girl,March 7th (Shy/Vulnerable),Honkai Star Rail,"casual outfit, short shorts, bashful","March is hiding slightly behind the Astral Express railing, clutching her hands together. Her flushed face and wide eyes convey deep shyness mixed with longing."
true,2,1girl,Klee (Provocative/Confident),Genshin Impact,"adventure gear, hiked skirt, bold","Klee stands mid-twirl in a field of flowers, her adventure skirt lifted high by the motion. She looks at the viewer with an energetic, overtly sexy grin."
true,2,1girl,Tighnari (Confident/Provocative),Genshin Impact,"ranger gear, open vest, alluring","Tighnari leans against a tree trunk, his ranger vest wide open to showcase his chest. He looks at the viewer with an intense, alluring gaze, challenging them."
true,2,1girl,Dr. Ratio (Shy/Vulnerable),Honkai Star Rail,"academic wear, slightly rumpled, bashful","Dr. Ratio is caught mid-lecture, looking down at a stack of papers while his collar seems too tight. He has a faint blush and an embarrassed expression."
true,2,1girl,Xiao (Wet/Provocative),Genshin Impact,"warrior garb, cloak dripping, alluring","Xiao stands amidst falling rain, his heavy cloak dripping water onto his armor. The wet fabric clings to him, making his warrior physique look incredibly seductive."
true,2,1girl,Furina (Confident/Provocative),Genshin Impact,"hydro-dress, dramatic pose, powerful","Furina strikes a high-drama pose on a wave crest, her dress clinging like liquid silk. She throws her head back, demanding attention with fierce confidence."
true,2,1girl,Shenhe (Shy/Vulnerable),Genshin Impact,"robes, partially open, bashful","Shenhe is seated quietly in the snow, allowing the heavy fabric of her robes to pool around her like a soft cloud. She looks down at her lap with quiet vulnerability."
true,2,1girl,Aether (Female) (Confident/Provocative),Genshin Impact,"traveler outfit, clinging, bold","The female Aether stands confidently on a cliff overlooking the ocean, her clothes damp from sea spray. The fabric clings to her curves, making her look powerfully sexy."
true,2,1girl,Herta (Shy/Vulnerable),Honkai Star Rail,"cosmic attire, delicate, bashful","Herta is floating slightly away from the viewer, clutching a small piece of cosmic debris. Her expression is shy and vulnerable, looking overwhelmed by the attention."
true,2,1girl,Ningguang (Wet/Provocative),Genshin Impact,"robes, clinging, teasing","Ningguang stands on her balcony during a light rain, her robes plastered to her form. She leans forward slightly, offering a teasing, seductive look over her shoulder."
true,2,1girl,Raiden Shogun,Genshin Impact,"divine kimono, ripped/torn, defiant","She stands amidst a crackling Electro storm, her divine kimono dramatically torn at the hip and shoulder. Her expression is one of fierce defiance mixed with raw, untamed horniness."
true,2,1girl,Keqing,Genshin Impact,"modern suit, unbuttoned, aggressive","Keqing leans over a conference table, her tailored suit jacket thrown open to reveal a lace-trimmed camisole underneath. She glares at the viewer with an aggressively sexy expression."
true,2,1girl,Himeko,Honkai Star Rail,"cocktail dress, sheer back, sultry","Himeko is leaning against a dimly lit bar, her elegant cocktail dress featuring a dramatic sheer back panel. Her head is tilted back slightly as she sighs, looking utterly sultry and inviting."
true,2,1girl,Yae Miko,Genshin Impact,"sleepwear/yukata, partially undone, languid","Yae Miko is lounging on a futon in her traditional yukata, which is deliberately pulled down to expose her midriff and cleavage. She looks utterly languid, like she hasn't slept well from desire."
true,2,1girl,Trailblazer (Female),Honkai Star Rail,"casual hoodie/shorts, sweaty, needy","The Trailblazer is slumped against a wall in the ship's corridor, her oversized hoodie pulled down to expose her midriff and shorts. She looks utterly drained but desperately needy."
true,2,1girl,Jean Gunnhildr,Genshin Impact,"dress uniform, skirt hiked up, embarrassed","Jean is caught mid-run on a grassy field; the hem of her short dress has ridden up high, exposing her thighs. Her face is flushed bright red with mortified excitement."
true,2,1girl,Eula Lawrence,Genshin Impact,"slip dress, sheer lace, vulnerable","Eula is draped across a window seat, wearing a delicate, sheer black lace slip dress. The fabric catches the light, making her look fragile and deeply vulnerable to observation."
true,2,1girl,Bronya Rand,Honkai Star Rail,"oversized sweater, pulled down, playful","Bronya is sitting on the floor of a control room, pulling an oversized, soft sweater down over her hips. She peeks out from under the fabric with a mischievous, playful look."
true,2,1girl,Nahida,Genshin Impact,"leafy crop top/skirt set, wet sheen, confident","Nahida is standing in a rain-kissed grove, her leaf-patterned outfit glistening. The crop top shows off her toned stomach, and she beams with confident allure."
true,2,1girl,Welt Yang,Honkai Star Rail,"turtleneck sweater, slightly stretched, intense","Welt is leaning over a desk, his dark turtleneck sweater pulled taut across his chest by the intensity of his focus. His eyes burn with an almost desperate desire."
true,2,1girl,Venti,Genshin Impact,"loose linen shirt, unbuttoned low, seductive","Venti is reclining on a stone bench in Mondstadt, his loose linen shirt completely unbuttoned down to his navel. He gazes at the viewer with an open, deeply seductive expression."
true,2,1girl,Clara,Honkai Star Rail,"sheer sundress, wet cling, confident","Clara is standing under a shower of warm sunlight, her sheer sundress clinging like painted skin. She poses confidently, letting the water trace paths down her body."
true,2,1girl,Ayaka Kamisato,Genshin Impact,"kimono variation, obi slipping, alluring","Ayaka is captured mid-turn in an elegant dance pose; her ornate obi has slipped slightly off one hip, revealing a sliver of skin and enhancing the curve of her waist."
true,2,1girl,Kafka,Honkai Star Rail,"leather bustier/mini skirt, confident, dominant","Kafka wears a black leather bustier paired with a micro-mini skirt. She stands tall, hands on her hips, radiating powerful, unapologetic dominance."
true,2,1girl,Ganyu,Genshin Impact,"attire variation, sheer sleeves, teasing","Ganyu is leaning against an ice sculpture, the sheer fabric of her sleeves pulled up to reveal more arm and shoulder. She offers a subtle, teasing smile."
true,2,1girl,Serval,Honkai Star Rail,"crop top/high-waisted shorts, sweaty, bold","Serval is mid-workout pose in a futuristic gym, her crop top slightly damp with sweat. Her high-waisted shorts emphasize her curves, and she looks fiercely bold."
true,2,1girl,Hu Tao,Genshin Impact,"robe variation, tied loosely, playful","Hu Tao has tied her robes very loosely at the waist, allowing them to flow open dramatically. She strikes a playful pose, one hand resting on her hip, looking mischievous."
