enabled,num_images,subject,character,series,general_tags,natural_language
true,2,1girl,Mikasa Ackerman,Attack on Titan,"short hair, scarf, vertical maneuvering gear, forest, flying","Mikasa Ackerman from Attack on Titan is swinging through a forest of giant trees. She is wearing her red scarf and using her vertical maneuvering gear."
true,2,1boy,Eren Yeager,Attack on Titan,"long hair, green eyes, ocean, standing, shore","Eren Yeager from Attack on Titan stands on a sandy beach looking at the vast ocean. He has long hair and a solemn expression as the waves hit the shore."
true,2,1boy,Levi Ackerman,Attack on Titan,"undercut, cravat, cleaning, room, duster","Levi Ackerman from Attack on Titan is wearing a cleaning mask and a white cravat. He is holding a duster and looking very annoyed at the dust in the room."
true,2,1girl,Violet Evergarden,Violet Evergarden,"blonde hair, blue dress, typewriter, office, writing","Violet Evergarden is sitting in a sunlit office, typing a letter on a vintage typewriter. She is wearing her blue traveling dress and emerald brooch."
true,2,1girl,Marin Kitagawa,My Dress-Up Darling,"blonde hair, pink tips, beach, bikini, splashing","Marin Kitagawa from My Dress-Up Darling is splashing in the shallow water at a sunny beach. She is wearing a stylish bikini and laughing at the viewer."
true,2,1boy,Wakana Gojo,My Dress-Up Darling,"short hair, sewing machine, workshop, concentrated, fabric","Wakana Gojo from My Dress-Up Darling is working hard in his workshop. He is sitting at a sewing machine, carefully stitching a piece of colorful fabric."
true,2,1girl,Holo,Spice and Wolf,"wolf ears, tail, wheat field, holding apple, summer","Holo the Wise Wolf from Spice and Wolf stands in a golden wheat field. She is holding a red apple and looking at the viewer with a playful smile."
true,2,1boy,Kraft Lawrence,Spice and Wolf,"grey hair, merchant, wagon, road, driving","Kraft Lawrence from Spice and Wolf is sitting on the bench of his horse-drawn wagon. He is driving down a dirt road through a medieval countryside."
true,2,1girl,Bocchi,Bocchi the Rock!,"pink hair, tracksuit, guitar, stage, performing","Hitori Gotoh from Bocchi the Rock! is performing on a dark stage. She is wearing her pink tracksuit and playing her Gibson Les Paul guitar with intense focus."
true,2,1girl,Nijika Ijichi,Bocchi the Rock!,"blonde hair, side tail, drums, music studio, smiling","Nijika Ijichi from Bocchi the Rock! is sitting behind her drum kit in a music studio. She is holding her drumsticks and smiling brightly at the camera."
true,2,1girl,Ryo Yamada,Bocchi the Rock!,"blue hair, bass guitar, park bench, eating leaves, grass","Ryo Yamada from Bocchi the Rock! is sitting on a wooden park bench. She is holding her bass guitar while absentmindedly eating a leaf because she is broke."
true,2,1girl,Ikuyo Kita,Bocchi the Rock!,"red hair, school uniform, smartphone, cafe, taking selfie","Ikuyo Kita from Bocchi the Rock! is sitting in a stylish cafe. She is holding her smartphone up and taking a cheerful selfie with a peace sign."
true,2,1girl,Rei Ayanami,Neon Genesis Evangelion,"blue hair, plugsuit, entry plug, sitting, reflection","Rei Ayanami from Neon Genesis Evangelion is sitting inside the entry plug of Unit-00. The orange LCL fluid creates reflections on her white plugsuit."
true,2,1girl,Asuka Langley Soryu,Neon Genesis Evangelion,"red hair, pigtails, school roof, angry, pointing","Asuka Langley Soryu from Neon Genesis Evangelion is standing on the school roof. She is pointing a finger aggressively and looking very angry at someone off-camera."
true,2,1boy,Shinji Ikari,Neon Genesis Evangelion,"brown hair, headphones, train, sitting, looking down","Shinji Ikari from Neon Genesis Evangelion is sitting on a commuter train. He is wearing his SDAT headphones and looking down at his feet with a sad expression."
true,2,1girl,Misato Katsuragi,Neon Genesis Evangelion,"purple hair, red jacket, apartment, beer can, laughing","Misato Katsuragi from Neon Genesis Evangelion is sitting at her kitchen table. She is wearing her red leather jacket and holding a beer can while laughing loudly."
true,2,1girl,Saber,Fate/stay night,"blonde hair, armor, sword, bridge, wind","Saber from Fate/stay night stands on a bridge at night. Her blonde hair and blue dress are blowing in the wind as she grips her invisible sword."
true,2,1boy,Shirou Emiya,Fate/stay night,"red hair, tracksuit, shed, reinforcing, glowing","Shirou Emiya from Fate/stay night is in his storage shed at night. He is using magecraft to reinforce a wooden poster tube, which is glowing with green circuits."
true,2,1girl,Rin Tohsaka,Fate/stay night,"pigtails, red sweater, mansion, magic gems, standing","Rin Tohsaka from Fate/stay night stands in the hallway of her mansion. She is holding several glowing red gems in her hand, looking ready for a battle."
true,2,1boy,Archer,Fate/stay night,"white hair, red coat, hill of swords, standing, clouds","Archer from Fate/stay night stands on a hill filled with countless swords under a cloudy sky. He is wearing his red coat and has his arms crossed."
true,2,1girl,Aqua,Konosuba,"blue hair, goddess, crying, fountain, water","Aqua from Konosuba is sitting on the edge of a fountain and crying dramatically. She is wearing her blue goddess outfit and water is splashing everywhere."
true,2,1girl,Megumin,Konosuba,"brown hair, wizard hat, eye patch, field, explosion","Megumin from Konosuba stands in an open field after casting her explosion spell. She is leaning on her staff because she cannot move, with smoke in the background."
true,2,1girl,Darkness,Konosuba,"blonde hair, plate armor, sword, monsters, blushing","Darkness from Konosuba stands in front of a pack of monsters. She is wearing heavy plate armor and has a heavy blush on her face as she waits to be attacked."
true,2,1boy,Kazuma Satou,Konosuba,"green cloak, tracksuit, town, holding stolen item, running","Kazuma Satou from Konosuba is running through the town of Axel. He is wearing his green cloak and holding a pair of stolen panties while looking panicked."
true,2,1girl,Lucy,Cyberpunk: Edgerunners,"white hair, colorful highlights, moon, sitting, stars","Lucy from Cyberpunk: Edgerunners is sitting on the surface of the moon. She is looking at the distant Earth while stars twinkle in the dark space behind her."
true,2,1girl,Rebecca,Cyberpunk: Edgerunners,"green hair, pigtails, giant gun, street, shooting","Rebecca from Cyberpunk: Edgerunners is standing on a neon-lit street in Night City. She is firing a massive shotgun with a wild, chaotic expression on her face."
true,2,1boy,David Martinez,Cyberpunk: Edgerunners,"sandevistan, yellow jacket, rooftop, glowing, motion blur","David Martinez from Cyberpunk: Edgerunners is activating his Sandevistan on a rooftop. His body is surrounded by neon blue motion blur trails as he moves at high speed."
true,2,1girl,Robin,One Piece,"black hair, sunglasses, beach, reading, flowers","Nico Robin from One Piece is relaxing on a tropical beach. She is wearing sunglasses and reading a book while using her Devil Fruit powers to sprout arms holding flowers."
true,2,1boy,Zoro,One Piece,"green hair, three swords, training, weights, gym","Roronoa Zoro from One Piece is training in a gym on the ship. He is lifting massive weights with his hands and holding a sword in his mouth."
true,2,1boy,Luffy,One Piece,"straw hat, red vest, ship, cheering, ocean","Monkey D. Luffy from One Piece is standing on the head of the Thousand Sunny ship. He is wearing his straw hat and red vest, cheering loudly with his arms raised."
true,2,1girl,Hatsune Miku,Vocaloid,"aqua hair, twin tails, oversized sweater, gaming headset, holding controller","Digital artwork of Hatsune Miku sitting on a plush gaming chair. She is wearing an oversized sweater and holding a game controller with a focused yet cute expression."
true,2,1girl,Rem,Re:Zero,"blue hair, maid outfit, kitchen, holding tray, smiling","Rem from Re:Zero stands in a sunlit kitchen wearing her signature maid outfit. She is holding a tray of tea and sweets, looking at the viewer with a warm, gentle smile."
true,2,1girl,Emilia,Re:Zero,"silver hair, purple eyes, fantasy garden, flowers, long dress","Emilia from Re:Zero is standing in a lush garden filled with white flowers. Her long silver hair flows in the wind as she reaches out to touch a floating magical petal."
true,2,1girl,Tsunade,Naruto,"blonde hair, green robe, holding sake bottle, leaning on table, laughing","Tsunade from Naruto is leaning over a wooden table at a tavern. She is holding a bottle of sake and laughing heartily, showing a fun and relaxed side."
true,2,1girl,Hinata Hyuga,Naruto,"dark blue hair, lavender eyes, training ground, shy, finger touching","Hinata Hyuga from Naruto stands at the training grounds. She is blushing and touching her index fingers together shyly while wearing her comfy lavender hoodie."
true,2,1girl,Nezuko Kamado,Demon Slayer,"long hair, pink kimono, bamboo muzzle, basket, meadow","Nezuko Kamado from Demon Slayer is crawling out of her wooden basket in a flowery meadow. She has a curious look in her eyes and is reaching toward a butterfly."
true,2,1girl,Shinobu Kocho,Demon Slayer,"butterfly hair ornament, purple gradient hair, hashira robe, pointing sword, smirk","Shinobu Kocho stands gracefully in the moonlight. She is holding her thin stinger-like sword and wearing a playful, slightly dangerous smirk on her face."
true,2,1girl,Mitsuri Kanroji,Demon Slayer,"pink and green hair, braids, open chest uniform, eating mochi, park","Mitsuri Kanroji is sitting on a park bench under a cherry blossom tree. She is happily eating a large plate of mochi and looking at the viewer with sparkling eyes."
true,2,1girl,Esdeath,Akame ga Kill!,"long blue hair, general uniform, ice palace, sitting on throne, leg cross","Esdeath is sitting majestically on an ice throne in her frozen palace. She is crossing her legs and looking down with a dominant and confident gaze."
true,2,1girl,Akame,Akame ga Kill!,"black hair, red eyes, holding meat, eating, forest","Akame is sitting by a small campfire in the middle of a dark forest. She is hungrily biting into a large piece of roasted meat, looking very satisfied."
true,2,1girl,C.C.,Code Geass,"green hair, white jumpsuit, holding pizza, lying on floor, long hair","C.C. from Code Geass is lying lazily on a wooden floor. She is holding a slice of cheese pizza and looking at the viewer with her golden eyes."
true,2,1girl,Kallen Stadtfeld,Code Geass,"red hair, bunny suit, casino, holding cards, winking","Kallen Stadtfeld is wearing a sexy red bunny suit inside a bright casino. She is holding a hand of playing cards and winking playfully at the camera."
true,2,1girl,Zero Two,Darling in the Franxx,"pink hair, horns, red bodysuit, honey, licking finger","Zero Two from Darling in the Franxx is sitting on the floor of a futuristic cockpit. She has honey on her face and is playfully licking her finger."
true,2,1girl,Ichigo,Darling in the Franxx,"blue hair, hair clip, school uniform, sunset, crying","Ichigo stands on the school balcony during a golden sunset. She is wiping a small tear from her eye while holding her school bag tightly."
true,2,1girl,Lucy Heartfilia,Fairy Tail,"blonde hair, side ponytail, blue skirt, holding key, magic circle","Lucy Heartfilia is standing in a magical arena. She is holding a golden celestial key upward, and a glowing magic circle is appearing on the ground beneath her."
true,2,1girl,Erza Scarlet,Fairy Tail,"red hair, armor, multiple swords, battlefield, grit","Erza Scarlet stands tall on a rocky battlefield. She is wearing her Heart Kreuz armor and is surrounded by a circle of floating swords, looking ready for war."
true,2,1girl,Juvia Lockser,Fairy Tail,"blue hair, blue hat, rainy day, holding umbrella, looking away","Juvia Lockser is walking through a city on a rainy day. She is holding a blue umbrella and blushing while looking toward someone in the distance."
true,2,1girl,Mirajane Strauss,Fairy Tail,"white hair, blue dress, bar counter, wiping glass, smiling","Mirajane Strauss is behind the bar at the Fairy Tail guild. She is wearing a beautiful blue dress and smiling while carefully wiping a beer mug."
true,2,1girl,Nami,One Piece,"orange hair, bikini top, denim shorts, orange grove, holding tangerine","Nami stands in her orange grove on a sunny day. She is wearing a bikini top and holding a fresh tangerine while looking over her shoulder."
true,2,1girl,Boa Hancock,One Piece,"long black hair, red dress, snake, pirate ship, looking down","Boa Hancock is standing on the deck of her ship. She is leaning back in her signature "looking down" pose while her giant snake Salome coils around her."
true,2,1girl,Tatsumaki,One Punch Man,"green curly hair, black dress, flying, glowing green, sky","Tatsumaki is floating high in the sky with her arms crossed. Her body is surrounded by a green psychic aura as she looks down with an annoyed expression."
true,2,1girl,Fubuki,One Punch Man,"dark green hair, fur coat, green dress, luxury car, leaning","Fubuki is leaning against an expensive black car. She is wearing a long dark green dress and an elegant white fur coat over her shoulders."
true,2,1girl,Rias Gremory,High School DxD,"crimson hair, school uniform, classroom, sitting on desk, long hair","Rias Gremory is sitting on top of a classroom desk after school. She is running her fingers through her long crimson hair and looking at the viewer."
true,2,1girl,Akeno Himejima,High School DxD,"black hair, ponytail, shrine maiden outfit, holding fan, tea","Akeno Himejima is dressed as a shrine maiden at a traditional temple. She is holding a folding fan over her mouth and giggling softly."
true,2,1girl,Asia Argento,High School DxD,"blonde hair, nun habit, praying, church, glowing hands","Asia Argento is kneeling inside a peaceful church. She has her hands folded in prayer and they are glowing with a soft green healing light."
true,2,1girl,Koneko Toujou,High School DxD,"white hair, cat ears, eating chocolate, sitting, blank expression","Koneko Toujou is sitting on a sofa with a blank expression. She has white cat ears popping out of her hair and is quietly nibbling on a chocolate bar."
true,2,1girl,Megumi Kato,Saekano,"brown hair, beret, white dress, park, wind","Megumi Kato is standing in a park during a breezy day. She is wearing a white dress and a beret, looking at the viewer with a neutral but charming gaze."
true,2,1girl,Utaha Kasumigaoka,Saekano,"long black hair, headband, black tights, library, crossing legs","Utaha Kasumigaoka is sitting in a quiet library corner. She is wearing her school uniform with black tights and is crossing her legs while writing in a notebook."
true,2,1girl,Eriri Spencer Sawamura,Saekano,"blonde hair, twin tails, track jacket, glasses, drawing","Eriri is in her room wearing a messy track jacket and glasses. She is holding a stylus and working on a tablet with a frustrated, pouting face."
true,2,1girl,Miku Nakano,The Quintessential Quintuplets,"brown hair, blue headphones, blue sweater, kitchen, holding tray","Miku Nakano is in the kitchen wearing her signature blue headphones around her neck. She is holding a tray of slightly burnt cookies and blushing."
true,2,1girl,Nino Nakano,The Quintessential Quintuplets,"pink hair, butterfly ribbons, school uniform, pointing, glare","Nino Nakano is standing in a hallway with her arms crossed. She is wearing her butterfly hair ribbons and giving the viewer a sharp, defiant glare."
true,2,1girl,Itsuki Nakano,The Quintessential Quintuplets,"red hair, star hairpins, eating burger, cafeteria, red vest","Itsuki Nakano is sitting in the school cafeteria. She is wearing her red vest and star hairpins while taking a big, happy bite out of a hamburger."
true,2,1girl,Ichika Nakano,The Quintessential Quintuplets,"short pink hair, earring, sweater tied around waist, winking, bedroom","Ichika Nakano is leaning against a bedroom doorway. She is wearing her school uniform with a sweater tied around her waist and is winking at the viewer."
true,2,1girl,Yotsuba Nakano,The Quintessential Quintuplets,"orange hair, green bunny ribbon, gym uniform, running, sweat","Yotsuba Nakano is running on a school track field. She is wearing her gym uniform and her signature green bunny ear ribbon, looking energetic and sweaty."
true,2,1girl,Raphtalia,The Rising of the Shield Hero,"tanuki ears, fluffy tail, armor, holding sword, forest","Raphtalia stands in a sun-dappled forest. She is wearing her leather armor and holding her sword, with her tanuki ears perked up and tail wagging slightly."
true,2,1girl,Filo,The Rising of the Shield Hero,"blonde hair, wings, white dress, blue ribbons, jumping","Filo is in her human form, jumping through a field of flowers. She has small white wings on her back and is wearing a white and blue sundress."
true,2,1girl,Kaguya Shinomiya,Kaguya-sama: Love is War,"black hair, red ribbon, school uniform, holding fan, blush","Kaguya Shinomiya is sitting in the student council room. She is hiding the lower half of her face behind a fan while blushing intensely."
true,2,1girl,Chika Fujiwara,Kaguya-sama: Love is War,"pink hair, black bow, detective hat, magnifying glass, office","Chika Fujiwara is wearing a brown detective hat and cape. She is looking through a magnifying glass with a big, silly smile on her face."
true,2,1girl,Ai Hayasaka,Kaguya-sama: Love is War,"blonde hair, side ponytail, school uniform, smartphone, leaning","Ai Hayasaka is leaning against a school wall while checking her phone. She has a cool, slightly bored expression while wearing her modified school uniform."
true,2,1girl,Miko Iino,Kaguya-sama: Love is War,"brown hair, long pigtails, school uniform, holding clipboard, hallway","Miko Iino is walking down a school hallway. She is clutching a clipboard to her chest and looking very serious as if she is enforcing school rules."
true,2,1girl,Suzuha Amane,Steins;Gate,"braids, track jacket, bicycle, street, looking back","Suzuha Amane is standing next to her bicycle on a city street. She is wearing her blue track jacket and looking over her shoulder with a mysterious smile."
true,2,1girl,Kurisu Makise,Steins;Gate,"reddish-brown hair, khaki jacket, lab coat, crossing arms, blush","Kurisu Makise is standing in a messy laboratory. She is wearing her khaki jacket and a white lab coat, crossing her arms and pouting while blushing."
true,2,1girl,Mayuri Shiina,Steins;Gate,"short black hair, blue hat, sundress, sky, reaching up","Mayuri Shiina is standing in an open area looking up at the sky. She is wearing her blue sundress and hat, reaching one hand up toward the clouds."
true,2,1girl,Faris NyanNyan,Steins;Gate,"pink hair, cat ears, maid outfit, cafe, heart gesture","Faris NyanNyan is at her maid cafe. She is wearing cat ears and making a heart shape with her hands while saying "nyan" to the viewer."
true,2,1girl,Albedo,Overlord,"black hair, horns, white dress, wings, loving gaze","Albedo stands in the Throne Room of Nazarick. She is wearing a long white dress and has her black wings tucked behind her as she looks at the viewer with a doting expression."
true,2,1girl,Shalltear Bloodfallen,Overlord,"silver hair, purple dress, parasol, red eyes, smirk","Shalltear Bloodfallen is walking through a dark forest. She is holding a red lace parasol and wearing a Victorian-style purple dress with a mischievous smirk."
true,2,1girl,Tohru,Miss Kobayashi's Dragon Maid,"blonde hair, horns, maid outfit, tail, fire breathing","Tohru is in her human form, wearing her maid outfit. She is playfully breathing a small puff of fire while her green dragon tail wags behind her."
true,2,1girl,Kanna Kamui,Miss Kobayashi's Dragon Maid,"white hair, pink tips, school bag, forest, eating insect","Kanna Kamui is standing in a park wearing her school backpack. She is curiously looking at a small butterfly while holding her hands out to catch it."
true,2,1girl,Elma,Miss Kobayashi's Dragon Maid,"blue hair, horn, kimono, eating taiyaki, street","Elma is walking down a food street wearing a purple kimono. She has a big, happy smile while biting into a piece of warm taiyaki."
true,2,1girl,Lucoa,Miss Kobayashi's Dragon Maid,"green hair, horns, denim shorts, tank top, park","Lucoa is leaning against a tree in a sunny park. She is wearing a tight tank top and denim shorts, looking at the viewer with a relaxed, closed-eye smile."
true,2,1girl,Ai Hoshino,Oshi no Ko,"blue hair, star in eye, idol outfit, stage, performing","Ai Hoshino from Oshi no Ko is performing on a grand stage. She is wearing her pink idol dress and has a bright star glowing in her eyes while she sings."
true,2,1girl,Ruby Hoshino,Oshi no Ko,"blonde hair, pink highlights, school uniform, dancing, smiling","Ruby Hoshino is practicing a dance in a mirror-walled studio. She is wearing her school uniform and has a high energy expression on her face."
true,2,1girl,Kana Arima,Oshi no Ko,"short red hair, beret, acting, stage, crying","Kana Arima is performing a dramatic scene on stage. She is wearing a stylish beret and has tears streaming down her face, showing her intense acting skills."
true,2,1girl,Mem-cho,Oshi no Ko,"blonde hair, devil horns, smartphone, bedroom, v-sign","Mem-cho is sitting on her bed in a room filled with streaming gear. She is wearing her signature devil horns and holding up a peace sign for a selfie."
true,2,1girl,Akane Kurokawa,Oshi no Ko,"blue hair, long hair, theater, thinking, glowing eyes","Akane Kurokawa is standing in a dark theater. She is holding a script and her eyes are glowing with blue stars as she deeply analyzes her character."
true,2,1girl,Vladilena Milizé,86,"silver hair, blue uniform, command center, holding hat, salute","Vladilena Milizé stands in a high-tech command center. She is wearing her blue military uniform and performing a crisp salute with a serious expression."
true,2,1girl,Frederica Rosenfort,86,"short hair, red dress, doll, sitting, pouting","Frederica Rosenfort is sitting on a large armchair holding a stuffed doll. She is wearing a red dress and has a cute, stubborn pout on her face."
true,2,1girl,Eris Boreas Greyrat,Mushoku Tensei,"red hair, leather armor, sword, forest, angry","Eris Boreas Greyrat is standing in a forest clearing. She is holding a practice sword and looking at the viewer with a fierce, red-faced angry expression."
true,2,1girl,Roxy Migurdia,Mushoku Tensei,"blue hair, braids, wizard hat, staff, library","Roxy Migurdia is standing in a massive library. She is wearing her tall wizard hat and holding her magical staff while looking at a book."
true,2,1girl,Sylphiette,Mushoku Tensei,"short white hair, sunglasses, white robe, garden, smiling","Sylphiette is standing in a palace garden. She is wearing her Fitz persona sunglasses and a white robe, looking at the viewer with a gentle, hidden smile."
true,2,1girl,Ghislaine Dedoldia,Mushoku Tensei,"beast ears, tail, eye patch, holding sword, muscular","Ghislaine Dedoldia stands on a training field. She is wearing her revealing leather armor and holding a large sword, looking incredibly powerful and stoic."
true,2,1girl,Vermeil,Vermeil in Gold,"purple hair, horns, black dress, magic circle, licking lips","Vermeil is leaning forward with a seductive look. She is surrounded by a dark purple magic circle and is playfully licking her lips while looking at the viewer."
true,2,1girl,Yuzuriha,Hell's Paradise,"purple hair, ninja outfit, forest, jumping, peace sign","Yuzuriha is jumping through the giant trees of Shinkansen. She is wearing her purple ninja outfit and throwing a peace sign at the camera while mid-air."
true,2,1girl,Sagiri,Hell's Paradise,"long hair, samurai uniform, katana, blood on face, sunset","Sagiri stands on a beach during a red sunset. She is holding her katana and has a small splash of blood on her cheek, looking determined and weary."
true,2,1girl,Nami,One Piece,"orange hair, bikini, swimming pool, water splash, laughing","Nami is playing in a luxury swimming pool. She is wearing a colorful bikini and splashing water toward the viewer while laughing under the sun."
true,2,1girl,Nico Robin,One Piece,"black hair, sunglasses, beach, reading, many arms","Nico Robin is sitting on a beach chair. She is using her power to create multiple arms that are holding a book, a drink, and an umbrella simultaneously."
true,2,1girl,Perona,One Piece,"pink hair, pigtails, gothic lolita, ghost, floating","Perona is floating in a dark, spooky hallway. She is wearing her pink gothic lolita dress and is surrounded by several cute, transparent ghosts."
true,2,1girl,Yamato,One Piece,"white hair, horns, kimono, holding club, grin","Yamato stands on a snowy mountain top. She is wearing her large kimono and holding her giant iron club "Takeru" over her shoulder with a wide grin."
true,2,1girl,Uta,One Piece,"red and white hair, headset, wings, stage, singing","Uta is performing on a massive floating stage. She is wearing her colorful jacket and headset, with her red and white hair flowing as she sings into a mic."
true,2,1girl,Reiju Vinsmoke,One Piece,"pink hair, butterfly wings, poison, blowing kiss, pink outfit","Reiju Vinsmoke is standing in a laboratory. She has pink butterfly wings on her back and is blowing a kiss that looks like a small cloud of purple poison."
true,2,1girl,Carrot,One Piece,"rabbit ears, white fur, sulong form, moon, glowing eyes","Carrot is in her Sulong form under a full moon. She has long white hair and glowing red eyes, surrounded by a crackling blue electrical aura."
true,2,1girl,Orobi,One Piece,"black hair, kimono, wano, flower petals, dancing","Nico Robin in her "Orobi" geisha outfit is dancing in Wano. Cherry blossom petals are falling around her as she moves gracefully in her floral kimono."
true,2,1girl,Rebecca,One Piece,"pink hair, golden armor, sword, arena, sweat","Rebecca stands in the middle of a gladiator arena. She is wearing her minimal golden armor and holding a large sword, looking tired but determined."
true,2,1girl,Tashigi,One Piece,"short hair, glasses, katana, office, blushing","Tashigi is in her Marine office, surrounded by stacks of papers. She is holding a rare katana and blushing while cleaning her glasses."
true,2,1girl,Koala,One Piece,"orange hair, newsboy cap, office, holding papers, smiling","Koala is at the Revolutionary Army headquarters. She is wearing her newsboy cap and red vest, holding a stack of reports and smiling at the viewer."
true,2,1girl,Pudding,One Piece,"brown hair, three eyes, kitchen, chocolate, crying","Charlotte Pudding is in her kitchen surrounded by chocolate. She has her third eye visible on her forehead and is crying while trying to bake a cake."
true,2,1girl,Belo Betty,One Piece,"red hair, giant flag, sunglasses, battlefield, shouting","Belo Betty stands on a pile of rubble. She is wearing her open red jacket and sunglasses, waving a massive Revolutionary Army flag to inspire the people."
true,2,1girl,Shirahoshi,One Piece,"pink hair, mermaid tail, giant, crying, underwater","Princess Shirahoshi is floating in the underwater Mermaid Cove. She is a giant mermaid with long pink hair, looking at the viewer with large, teary eyes."
true,2,1girl,Bonney,One Piece,"pink hair, heart tattoo, eating pizza, restaurant, messy face","Jewelry Bonney is sitting at a large restaurant table. She is stuffing her face with a massive pizza and has sauce on her cheek, looking very happy."
true,2,1girl,Ulti,One Piece,"blue and pink hair, mask, horns, headbutt, angry","Ulti is leaning forward as if about to headbutt the viewer. She is wearing her face mask and has an angry, wide-eyed expression on her face."
true,2,1girl,Black Maria,One Piece,"blonde hair, kimono, spider, smoking pipe, smirk","Black Maria is sitting in her brothel in Onigashima. She is holding a long smoking pipe and wearing an elegant kimono, looking down with a dangerous smirk."
true,2,1girl,Hiyori,One Piece,"green hair, kimono, holding fan, wano, smiling","Kozuki Hiyori is standing in a traditional Japanese room. She is wearing a beautiful green kimono and holding a folding fan, looking very elegant."
true,2,1girl,Toko,One Piece,"pink hair, short hair, laughing, street, holding bowl","Toko is running through the streets of Ebisu Town. She is laughing uncontrollably and holding an empty bowl of soup, looking very happy."
true,2,1girl,Cindry,One Piece,"short blonde hair, plate, zombie, throwing plates, dark room","Victoria Cindry is standing in a dark dining room. She is wearing a black dress and is playfully throwing a dinner plate at the camera with a blank look."
